"Series number,""Start time"",""End time"",""Answer duration"",""User ID"",""WeChat ID"",""User-defined field"",""1.Age"",""2.Gender"",""3.Education"",""3.Education (Other)"",""4.Country"",""4.Country (Other)"",""5.Work"",""5.Work (Other)"",""6.FR concept"",""7.sources: prinnt media "",""7.sources: Internet"",""7.sources: scientific paper"",""7.sources: conversations"",""7.sources: class"",""7.sources: (Other)"",""7.sources: (Other)"",""8.unlock: Swipe"",""8.unlock: Passwords"",""8.unlock: Pattern"",""8.unlock: Finger prints"",""8.unlock: FaceID"",""8.unlock: Nothing"",""8.unlock: (Other)"",""8.unlock: (Other)"",""9.Use FaceID"",""9.Use FaceID (Other)"",""10.Not use FaceID (Other)"",""11.FR using status"",""12.Opinions of statement"",""13.Attitudes of statement"",""14.(1)Policing investigation"",""14.(2) Daily policing"",""14.(3) Smartphone"",""14.(4) Airport"",""14.(5) Supermarket: buy alcohol"",""14.(6) Supermarket: track shopper "",""14.(7) School: student attendance"",""14.(8) School: student behaviour"",""14.(10) Public transport: ticket barriers"",""14.(11) Public transport: indentify people for police"",""14.(12) At work: high risk area"",""14.(13) At work: monitor people"",""14.(14) Massive events"",""14.(15) Apartment building"",""15.Attitudes for police using FRT"",""16.Opinions for police using FR"",""17.Agree: society"",""17.Agree: personal security"",""17.Agree: security system"",""17.Agree: opt out or consent"",""17.Agree: ethical"",""17.Agree: not misused or hacked"",""17.Agree: indiscriminate"",""17.Agree: accurate"",""17.Agree: reliable"",""17.Agree: no effect"",""17.Agree: I do not know"",""17.Agree: none"",""17.Agree: (Other)"",""17.Agree: (Other)"",""18.Disagree: privacy"",""18.Disagree: normalization"",""18.Disagree: no opt out or consent"",""18.Disagree: not ethical"",""18.Disagree: personal privacy"",""18.Disagree: misused or hacked"",""18.Disagree: discriminate"",""18.Disagree: not accurate"",""18.Disagree: not reliable"",""18.Disagree: personal effect"",""18.Disagree: I do not know"",""18.Disagree: none"",""18.Disagree: (Other)"",""18.Disagree: (Other)"",""19.Feel safer"",""20.Identify criminals"",""21.Prevent crimes"",""22.Deter terrorists"",""23.Crime evidence"",""24.No notifying"",""25.Attitudes now"",""26.Future"",""27.Comments"","
"140,""29-Oct-2019 22:08:18"",""29-Oct-2019 22:13:19"",""301"","""",""o86_0joU-Cah5Nnbwpe_lk4IkD74___Jack the Ripper"","""",""1"",""1"",""4"","""",""3"","""",""1"","""",""2"","""","""",""1"","""",""1"","""","""","""","""","""",""1"","""","""","""","""",""7"","""",""8"",""不方便"",""3"",""4"",""4"",""1"",""1"",""1"",""1"",""1"",""5"",""1"",""5"",""1"",""1"",""1"",""5"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1"","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""","""","""","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""人脸识别用于安全场合比较合理"","
"141,""30-Oct-2019 00:19:32"",""30-Oct-2019 00:26:14"",""402"","""",""o86_0jpw7qE40avYIs6j93hk7LrA___何海青"","""",""4"",""2"",""3"","""",""3"","""",""3"","""",""2"","""","""","""","""","""",""1"","""",""1"","""","""","""","""","""","""","""",""6"","""",""5"","""",""4"",""3"",""3"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""3"",""2"",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""",""3"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""支持科技为人服务"","
"142,""30-Oct-2019 08:31:19"",""30-Oct-2019 08:35:32"",""253"","""",""o86_0jp_ZgX488MmlCOLBFAPwlDM___吕思源"","""",""1"",""2"",""4"","""",""3"","""",""2"","""",""2"",""1"",""1"","""","""","""","""","""","""","""","""",""1"","""","""","""","""",""4"","""",""8"",""存在不适用的场景"",""2"",""1"",""3"",""1"",""1"",""3"",""1"",""1"",""4"",""3"",""3"",""1"",""1"",""1"",""4"",""1"",""2"",""1"",""1"",""1"","""",""1"","""",""1"",""1"","""",""1"",""1"","""","""","""","""","""","""",""1"","""","""",""1"","""","""","""","""","""","""","""","""","""",""1"",""2"",""4"",""2"",""3"",""2"",""2"",""2"",""无"","
"143,""30-Oct-2019 08:40:53"",""30-Oct-2019 08:46:04"",""311"","""",""o86_0jueLO5OAOzMr9kycxbvk1o0___JOKER"","""",""1"",""1"",""3"","""",""3"","""",""9"","""",""2"","""","""","""","""","""",""1"","""","""","""","""",""1"","""","""","""","""",""8"","""",""3"","""",""5"",""3"",""3"",""1"",""2"",""3"",""2"",""4"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""2"",""2"",""1"",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""",""1"",""1"",""2"",""2"",""2"",""3"",""3"",""2"",""无"","
"144,""30-Oct-2019 13:00:17"",""30-Oct-2019 13:05:12"",""295"","""",""o86_0jgUbrAB0J5P_-lYYZdcLK7g___^_^"","""",""1"",""1"",""3"","""",""3"","""",""1"","""",""2"","""",""1"","""","""","""","""","""","""",""1"","""",""1"",""1"","""","""","""",""4"","""",""3"","""",""2"",""1"",""5"",""1"",""2"",""2"",""2"",""2"",""5"",""3"",""5"",""2"",""2"",""2"",""5"",""2"",""2"",""3"",""2"",""1"",""1"",""1"",""1"",""1"","""","""",""1"",""1"","""","""","""","""","""","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""emmmn"","
"145,""30-Oct-2019 22:25:10"",""30-Oct-2019 22:47:40"",""1350"","""",""o86_0jn3mJ1BEQjAZmNNHV4cozc4___李美"","""",""1"",""2"",""3"","""",""3"","""",""13"",""生产企业"",""4"",""1"",""1"","""",""1"","""","""","""",""1"",""1"",""1"",""1"","""","""","""","""",""3"","""",""1"","""",""2"",""1"",""2"",""2"",""4"",""2"",""1"",""3"",""4"",""4"",""2"",""2"",""1"",""1"",""3"",""2"",""2"",""2"",""2"",""1"",""1"","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""",""1"","""","""","""","""","""","""","""","""",""1"",""2"",""3"",""2"",""2"",""4"",""2"",""2"",""期待人脸识别的安全性的提高"","
"146,""31-Oct-2019 19:30:57"",""31-Oct-2019 19:36:42"",""345"","""",""o86_0ju7czET7JFoVds4P8A_QLsw___郭秋菊"","""",""1"",""2"",""4"","""",""1"","""",""5"","""",""2"","""",""1"","""",""1"","""","""","""",""1"",""1"",""1"",""1"","""","""","""","""",""3"","""",""4"","""",""4"",""4"",""5"",""2"",""2"",""3"",""3"",""3"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"","""","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""","""","""","""",""3"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""挺好的人脸识别"","
"147,""31-Oct-2019 21:01:38"",""31-Oct-2019 21:11:38"",""600"","""",""o86_0jgkEpyztMDloX4ii7MYgwX4___鲜粉的玫瑰花"","""",""3"",""2"",""2"","""",""3"","""",""10"","""",""5"","""","""","""",""1"","""","""","""",""1"","""",""1"","""","""","""","""","""",""3"","""",""4"","""",""5"",""3"",""3"",""1"",""3"",""3"",""1"",""3"",""3"",""2"",""2"",""2"",""1"",""3"",""2"",""3"",""2"",""3"",""3"","""","""","""","""","""","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""1"",""打击一切不法分子，让我们生活更美好"","
"148,""02-Nov-2019 18:05:33"",""02-Nov-2019 18:09:32"",""239"","""",""o86_0jp7_JPhLpKm4N4-TAfRAAdk___快乐女孩"","""",""1"",""2"",""3"","""",""3"","""",""2"","""",""2"",""1"",""1"",""1"","""","""","""","""","""",""1"","""",""1"",""1"","""","""","""",""4"","""",""4"","""",""3"",""2"",""4"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""5"",""2"",""1"","""",""1"","""","""",""1"","""","""","""","""","""","""","""","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""",""1"",""1"",""1"",""1"",""2"",""3"",""1"",""2"",""无"","
"149,""02-Nov-2019 18:25:57"",""02-Nov-2019 18:31:23"",""326"","""",""o86_0jvFnnvquJhCf8xWLPwXHlZA___尘世一尘"","""",""2"",""1"",""3"","""",""3"","""",""5"","""",""2"",""1"",""1"","""","""","""","""","""","""",""1"","""",""1"","""","""","""","""",""5"","""",""5"","""",""2"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""无所谓"","
"150,""02-Nov-2019 18:25:40"",""02-Nov-2019 18:36:08"",""628"","""",""o86_0jkBukKLgevTobxR_x_ipug0___馋猫"","""",""4"",""1"",""2"","""",""3"","""",""5"","""",""2"","""",""1"","""","""","""","""","""","""",""1"","""",""1"",""1"","""","""","""",""5"","""",""7"","""",""4"",""2"",""3"",""3"",""3"",""2"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""3"",""2"",""2"",""3"",""2"","""","""","""",""1"","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""",""3"",""3"",""2"",""3"",""2"",""2"",""3"",""3"",""希望这项技术的应用更完善安全"","
"151,""05-Nov-2019 16:01:17"",""05-Nov-2019 16:04:11"",""174"","""",""o86_0jtivwu9qTxUCfvM2--naLy0___JC"","""",""1"",""1"",""3"","""",""3"","""",""4"","""",""3"","""",""1"","""","""","""","""","""","""",""1"","""","""","""","""","""","""",""7"","""",""2"","""",""4"",""2"",""4"",""1"",""2"",""3"",""3"",""4"",""4"",""5"",""5"",""4"",""3"",""3"",""3"",""4"",""3"",""3"",""4"","""","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""","""","""",""3"",""2"",""3"",""3"",""3"",""3"",""3"",""3"",""技术不能取代管理"","
"152,""05-Nov-2019 16:02:11"",""05-Nov-2019 16:06:24"",""253"","""",""o86_0jvcuqzJDpCopEgU4dlCetu8___雨芙"","""",""1"",""2"",""4"","""",""3"","""",""4"","""",""4"","""",""1"","""","""","""","""","""","""","""","""","""",""1"","""","""","""",""4"","""",""3"","""",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""3"",""5"",""3"",""4"",""3"",""1"",""2"",""5"",""3"",""4"",""1"",""2"","""","""","""","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""",""3"",""2"",""3"",""3"",""3"",""5"",""2"",""2"",""技术必须被安全合理的运用，才能造福于社会"","
"153,""05-Nov-2019 16:04:00"",""05-Nov-2019 16:10:20"",""380"","""",""o86_0jgk6FTR7R84oME0HLb3V8iw___冷"","""",""1"",""1"",""4"","""",""3"","""",""1"","""",""2"","""",""1"","""",""1"",""1"","""","""","""","""","""",""1"","""","""","""","""",""4"","""",""3"","""",""2"",""3"",""3"",""1"",""3"",""4"",""3"",""1"",""3"",""3"",""4"",""1"",""1"",""1"",""4"",""2"",""4"",""3"",""1"",""1"","""",""1"","""",""1"",""1"","""","""","""",""1"","""","""","""","""","""",""1"",""1"","""","""",""1"","""","""","""","""","""","""","""","""",""1"",""1"",""1"",""4"",""1"",""1"",""2"",""1"",""应当建立技术的行为规范"","
"154,""05-Nov-2019 16:05:09"",""05-Nov-2019 16:11:30"",""381"","""",""o86_0ji7dLQJ_oZGFxWJZLT6s-b0___jing"","""",""2"",""2"",""4"","""",""3"","""",""2"","""",""2"",""1"","""",""1"","""","""","""","""","""",""1"","""",""1"","""","""","""","""",""6"","""",""4"","""",""5"",""1"",""2"",""2"",""3"",""3"",""2"",""4"",""2"",""4"",""4"",""3"",""2"",""2"",""4"",""2"",""2"",""2"",""2"",""1"","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""",""1"",""1"","""","""","""","""","""","""","""","""",""1"",""2"",""3"",""2"",""2"",""3"",""3"",""2"",""有些事情个人并不能左右"","
"155,""05-Nov-2019 16:06:10"",""05-Nov-2019 16:11:40"",""330"","""",""o86_0jlMgva28sveqL_WBltQTS0I___小怪物"","""",""1"",""2"",""3"","""",""3"","""",""8"","""",""2"","""",""1"","""","""","""","""","""","""",""1"","""",""1"","""","""","""","""",""5"","""",""8"","""",""4"",""2"",""3"",""1"",""1"",""3"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1"","""",""1"","""","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""",""1"",""1"",""3"",""3"",""1"",""3"",""2"",""2"",""。"","
"156,""05-Nov-2019 16:09:12"",""05-Nov-2019 16:13:39"",""267"","""",""o86_0jmI72a_w5VKJ0g3-_kd0_l0___紫冰玉~~林小猪"","""",""1"",""2"",""4"","""",""3"","""",""2"","""",""2"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"",""1"","""","""","""",""4"","""",""7"","""",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1"","""",""1"",""1"",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""无"","
"157,""05-Nov-2019 16:11:29"",""05-Nov-2019 16:19:19"",""470"","""",""o86_0joIoRFQQR1MameqYNvtNOV0___楚江秋"","""",""1"",""1"",""4"","""",""3"","""",""4"","""",""2"","""",""1"","""","""","""","""","""","""","""",""1"",""1"","""","""","""","""",""6"","""",""3"","""",""3"",""2"",""3"",""1"",""2"",""3"",""2"",""3"",""3"",""2"",""3"",""2"",""2"",""2"",""4"",""2"",""2"",""2"",""2"",""1"","""","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""",""1"","""",""1"","""","""","""","""","""","""",""3"",""2"",""2"",""2"",""3"",""2"",""2"",""2"",""🎓"","
"158,""05-Nov-2019 16:03:41"",""05-Nov-2019 16:20:14"",""993"","""",""o86_0jotBMaJoVWmN_pA139MPj0E___橘子"","""",""1"",""2"",""3"","""",""3"","""",""1"","""",""4"","""",""1"","""","""","""","""","""","""","""","""","""",""1"","""","""","""",""8"",""我的手机只有密码解锁与刷脸，刷脸比密码要更快更方便。如果有指纹解锁我会选择指纹。因为刷脸经常遇到解不开锁的问题，而且，要拿起来手机，有时候并不想把手机从包里拿出来拿到面前"",""1"","""",""4"",""1"",""3"",""1"",""3"",""2"",""1"",""1"",""3"",""3"",""5"",""1"",""1"",""1"",""5"",""1"",""1"",""2"",""2"",""1"",""1"","""","""","""","""","""","""","""","""","""","""",""1"",""同意用于对犯罪分子的筛选，不太同意用于日常监管"",""1"","""","""","""","""",""1"","""",""1"","""","""","""","""","""","""",""1"",""2"",""3"",""3"",""2"",""4"",""2"",""2"",""大众对人脸识别技术（新事物新科技，尤其是跟自身有关的）融入自己的生活需要一定的时间与缓冲。如果一开始就触及到每一个人的隐私可能会引起不适。一开始应小范围适用于对社会安全保障有帮助的事情，并让大众有知情权和选择权"","
"159,""05-Nov-2019 16:17:53"",""05-Nov-2019 16:22:44"",""291"","""",""o86_0jqrqa5ahldJfc7K0z7BBfNw___Mustafa"","""",""1"",""1"",""4"","""",""3"","""",""1"","""",""1"","""","""","""",""1"",""1"","""","""","""","""",""1"",""1"",""1"","""","""","""",""4"","""",""6"","""",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""3"",""4"",""1"",""4"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""","""","""",""1"",""1"",""1"","""",""1"","""","""","""","""","""","""","""","""",""1"",""3"",""4"",""2"",""2"",""2"",""2"",""1"",""不管个人愿意与否 人脸识别都将普及"","
"160,""05-Nov-2019 16:22:13"",""05-Nov-2019 16:25:22"",""189"","""",""o86_0jgjAFNEdofSS3hoQMKfa6FA___p5ygh0"","""",""1"",""1"",""4"","""",""3"","""",""1"","""",""2"",""1"",""1"",""1"",""1"",""1"","""","""","""","""",""1"","""","""","""","""","""",""4"","""",""3"","""",""2"",""1"",""3"",""1"",""1"",""3"",""1"",""1"",""1"",""1"",""5"",""1"",""1"",""1"",""5"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""None"","
"161,""05-Nov-2019 16:20:19"",""05-Nov-2019 16:27:32"",""433"","""",""o86_0jprVzdIzgGigaHOaAG19tx8___-1nv!ncible-"","""",""1"",""1"",""3"","""",""3"","""",""1"","""",""2"","""",""1"","""","""",""1"","""","""","""",""1"","""",""1"","""","""","""","""",""8"","""",""3"","""",""2"",""1"",""1"",""1"",""2"",""3"",""1"",""4"",""5"",""5"",""5"",""4"",""3"",""4"",""5"",""2"",""5"",""1"",""1"",""1"",""1"",""1"","""",""1"","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""",""1"","""",""1"",""1"","""","""","""","""","""",""3"",""2"",""3"",""2"",""3"",""1"",""3"",""2"",""数据安全和隐私保护"","
"162,""05-Nov-2019 16:28:07"",""05-Nov-2019 16:33:27"",""320"","""",""o86_0jnugNIq-XwBnby-Vum3niAs___646"","""",""1"",""2"",""3"","""",""3"","""",""12"","""",""4"","""",""1"","""","""","""","""","""","""",""1"","""",""1"",""1"","""","""","""",""5"","""",""1"","""",""4"",""3"",""3"",""1"",""1"",""2"",""1"",""2"",""4"",""3"",""3"",""1"",""1"",""3"",""4"",""1"",""1"",""1"",""1"",""1"","""",""1"","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""",""1"","""","""","""","""","""","""",""1"",""1"",""1"",""1"",""1"",""2"",""3"",""2"",""不知道"","
"163,""05-Nov-2019 16:12:38"",""05-Nov-2019 16:37:27"",""1489"","""",""o86_0jrhGdLLDQWZU6JMRjyQ-oZA___靖"","""",""1"",""1"",""4"","""",""3"","""",""1"","""",""2"","""",""1"","""",""1"",""1"","""","""","""",""1"",""1"",""1"",""1"","""","""","""",""4"","""",""3"","""",""1"",""4"",""3"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""3"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""",""1"",""1"",""1"","""","""","""","""","""","""",""1"","""","""","""",""1"","""","""","""","""","""","""","""","""",""1"",""1"",""1"",""1"",""1"",""3"",""1"",""1"",""很好的技术，但安全性有待增强。"","
"164,""05-Nov-2019 17:08:29"",""05-Nov-2019 17:14:30"",""361"","""",""o86_0jtLa2Ho8eCIo0LiL6CtbJl0___黎明胖熊LXY"","""",""4"",""1"",""5"","""",""3"","""",""3"","""",""2"",""1"",""1"",""1"","""","""","""","""","""",""1"",""1"",""1"","""","""","""","""",""4"","""",""3"","""",""2"",""2"",""3"",""1"",""3"",""2"",""2"",""3"",""3"",""2"",""2"",""2"",""2"",""2"",""3"",""2"",""2"",""2"",""2"",""1"","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""","""","""","""","""","""","""","""","""",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""技术进步改变社会"","
"165,""05-Nov-2019 17:19:20"",""05-Nov-2019 17:25:44"",""384"","""",""o86_0jlbOd0hVt9P8zkCSD-gPme0___司守奎"","""",""4"",""1"",""5"","""",""3"","""",""3"","""",""1"","""",""1"",""1"","""","""","""","""","""",""1"",""1"",""1"",""1"","""","""","""",""4"","""",""7"","""",""2"",""3"",""5"",""1"",""2"",""2"",""2"",""2"",""3"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"",""1"","""","""","""","""","""",""3"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""没有什么要分享的。"","
"166,""05-Nov-2019 17:28:39"",""05-Nov-2019 17:37:14"",""515"","""",""o86_0jsr-iVMn0btO4ysgUuXiWgk___Gallardo～"","""",""1"",""2"",""4"","""",""4"","""",""1"","""",""2"","""","""",""1"","""",""1"","""","""","""",""1"","""",""1"","""","""","""","""",""7"","""",""3"","""",""2"",""1"",""3"",""1"",""2"",""4"",""1"",""3"",""4"",""4"",""4"",""3"",""1"",""1"",""5"",""1"",""2"",""2"",""2"","""","""",""1"","""",""1"","""","""",""1"",""1"",""1"","""","""","""","""","""","""",""1"","""","""",""1"",""1"","""","""","""","""","""","""","""",""3"",""2"",""3"",""2"",""1"",""1"",""3"",""2"",""技术发展是好事，人脸识别发展也会推动者相关产业的发展和工作效率。 但是话题又返回技术滥用，技术是无辜的，总有人想尽办法去将人脸识别用于有悖于道德的事物上，同时相关科技法以及技术保障总是迟一步或者缺失，最坏情况下是全民人脸信息隐私的滥用和泄露"","
"167,""05-Nov-2019 17:34:33"",""05-Nov-2019 17:38:08"",""215"","""",""o86_0jnPO71_NusiHOZT3r9FEi_M___正在"","""",""1"",""1"",""2"","""",""3"","""",""1"","""",""1"",""1"",""1"",""1"",""1"","""","""","""","""",""1"","""","""",""1"","""","""","""",""4"","""",""4"","""",""1"",""1"",""1"",""3"",""5"",""1"",""3"",""1"",""5"",""5"",""5"",""1"",""3"",""1"",""1"",""3"",""1"",""5"",""5"","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""",""1"",""1"",""1"",""1"","""",""1"","""","""","""","""","""","""","""","""",""2"",""5"",""5"",""5"",""5"",""1"",""4"",""1"",""如果用于维稳会造成灾难性的后果"","
"168,""05-Nov-2019 17:30:47"",""05-Nov-2019 17:39:20"",""513"","""",""o86_0jo9Ldsai5m4gHIaCSeQwibk___黑玫瑰"","""",""2"",""2"",""1"","""",""3"","""",""12"","""",""4"","""",""1"","""","""","""","""","""","""",""1"","""","""","""","""","""","""",""3"","""",""5"","""",""2"",""2"",""3"",""2"",""3"",""3"",""1"",""2"",""2"",""2"",""3"",""2"",""2"",""3"",""3"",""3"",""2"",""3"",""2"",""1"",""1"",""1"","""",""1"","""",""1"",""1"",""1"","""","""","""","""","""",""1"","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""很好"","
"169,""05-Nov-2019 17:47:26"",""05-Nov-2019 17:50:46"",""200"","""",""o86_0jsRlGg0h1iMJkgCFTwpircg___刘哲"","""",""1"",""1"",""4"","""",""3"","""",""1"","""",""2"","""","""",""1"",""1"",""1"","""","""","""","""","""","""",""1"","""","""","""",""7"","""",""5"","""",""2"",""1"",""3"",""1"",""2"",""3"",""1"",""2"",""4"",""3"",""5"",""2"",""1"",""2"",""5"",""2"",""2"",""1"",""1"",""1"",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"",""1"","""",""1"","""","""","""","""","""","""","""","""",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""无"","
"170,""05-Nov-2019 17:56:54"",""05-Nov-2019 18:05:34"",""520"","""",""o86_0jmjg3d_iME4LufH2vhXjC3E___薇舞珊笑"","""",""3"",""2"",""4"","""",""3"","""",""3"","""",""4"","""",""1"","""","""","""","""","""","""",""1"","""","""","""","""","""","""",""3"","""",""4"","""",""4"",""1"",""3"",""1"",""1"",""3"",""1"",""2"",""3"",""2"",""3"",""2"",""1"",""2"",""3"",""2"",""1"",""1"",""1"",""1"",""1"","""",""1"","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""",""1"","""",""1"",""1"","""","""","""","""","""",""1"",""1"",""1"",""1"",""1"",""3"",""2"",""2"",""慎重使用，合法使用，保证隐私"","
"171,""05-Nov-2019 18:06:16"",""05-Nov-2019 18:13:49"",""453"","""",""o86_0joFaH68VWM9Z3uu4V_tRi94___瓦力"","""",""2"",""1"",""4"","""",""3"","""",""4"","""",""2"",""1"",""1"","""","""",""1"","""","""","""",""1"",""1"","""","""","""","""","""",""5"","""",""3"","""",""2"",""1"",""2"",""2"",""4"",""4"",""3"",""3"",""4"",""3"",""3"",""4"",""3"",""2"",""3"",""4"",""3"",""4"",""3"","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""",""1"","""",""1"",""1"","""",""1"","""","""",""1"","""","""","""","""","""",""3"",""3"",""3"",""4"",""4"",""2"",""3"",""2"",""这是一项有待成熟的技术，新技术的使用一定不能超越公权力的底线"","
"172,""05-Nov-2019 17:40:53"",""05-Nov-2019 18:25:52"",""2699"","""",""o86_0jtYTrYnxLgCB40WoxbS9gtE___????????????"","""",""1"",""2"",""4"","""",""3"","""",""5"","""",""2"","""",""1"",""1"",""1"","""","""","""","""",""1"","""",""1"","""","""","""","""",""4"","""",""3"","""",""2"",""1"",""3"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""1"",""1"",""1"",""1"",""1"","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""",""1"","""","""","""","""",""1"","""","""","""","""","""","""","""","""",""1"",""1"",""1"",""1"",""1"",""4"",""2"",""1"",""加强安全问题"","
"173,""05-Nov-2019 18:14:06"",""05-Nov-2019 18:31:50"",""1064"","""",""o86_0jlj-C5BYOPFMesqncgl70Bw___起风了"","""",""2"",""1"",""3"","""",""3"","""",""3"","""",""2"",""1"",""1"","""",""1"",""1"","""","""","""",""1"","""",""1"","""","""","""","""",""5"","""",""3"","""",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""4"",""4"",""4"",""4"",""2"",""2"",""4"",""2"",""4"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""","""","""","""","""",""1"","""",""1"",""1"",""1"",""1"","""",""1"",""1"",""1"","""","""","""","""",""1"",""1"",""1"",""1"",""1"",""4"",""2"",""2"",""人脸识别应用很广泛。"","
"174,""05-Nov-2019 18:36:34"",""05-Nov-2019 18:39:44"",""190"","""",""o86_0jnQmKzsXUNfYMMh8ze49Ei0___朱熹。。"","""",""1"",""2"",""5"","""",""3"","""",""2"","""",""2"","""",""1"",""1"",""1"",""1"","""","""",""1"",""1"",""1"","""",""1"","""","""","""",""4"","""",""4"","""",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""4"",""4"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""1"",""1"","""","""","""","""","""","""","""","""","""","""","""",""1"","""","""",""1"","""","""","""","""","""","""","""","""","""","""",""1"",""2"",""2"",""2"",""2"",""3"",""1"",""2"",""无"","
